Barcode NO.,Isc(A),Voc(V),Imp(A),Vmp(V),Pmax(W),Carton NO.,Pallet NO.,Cable Length,Connector,Country of Origin,Current Sorting
11702050171529,9.25,45.47,8.76,36.38,318.60,170520201849,3,1160mm,PV2b,CN,I3
11702050171403,9.29,45.41,8.82,36.23,319.50,170520201849,3,1160mm,PV2b,CN,I3
11702050171655,9.19,45.51,8.77,36.50,319.90,170520201849,3,1160mm,PV2b,CN,I3
11702050171603,9.34,45.51,8.82,36.23,319.70,170520201849,3,1160mm,PV2b,CN,I3
11702050170520,9.26,45.34,8.84,36.18,319.80,170520201849,3,1160mm,PV2b,CN,I3
11702050191095,9.25,45.51,8.90,35.91,319.80,170520201849,3,1160mm,PV2b,CN,I3
11702050191082,9.21,45.36,8.97,35.61,319.30,170520201849,3,1160mm,PV2b,CN,I3
11702050191167,9.24,45.28,8.81,36.23,319.20,170520201849,3,1160mm,PV2b,CN,I3
11702050190400,9.22,45.38,8.83,36.18,319.30,170520201849,3,1160mm,PV2b,CN,I3
11702050191129,9.23,45.49,8.86,36.11,319.90,170520201849,3,1160mm,PV2b,CN,I3
11702050191122,9.28,45.34,8.83,36.05,318.40,170520201849,3,1160mm,PV2b,CN,I3
11702050190766,9.26,45.49,8.97,35.68,319.80,170520201849,3,1160mm,PV2b,CN,I3
11702050210562,9.28,45.48,8.79,36.34,319.60,170520201849,3,1160mm,PV2b,CN,I3
11702050210386,9.19,45.44,8.80,36.22,318.90,170520201849,3,1160mm,PV2b,CN,I3
11702050210470,9.27,45.30,8.81,36.19,318.70,170520201849,3,1160mm,PV2b,CN,I3
11702050210258,9.29,45.57,8.84,36.19,319.70,170520201849,3,1160mm,PV2b,CN,I3
11702050230008,9.28,45.74,8.75,36.55,319.90,170520201849,3,1160mm,PV2b,CN,I3
11702050230029,9.21,45.53,8.82,35.87,316.50,170520201903,4,1160mm,PV2b,CN,I3
11702050290102,9.25,45.79,8.90,35.88,319.30,170520201903,4,1160mm,PV2b,CN,I3
11702050290348,9.30,45.66,8.71,36.69,319.60,170520201903,4,1160mm,PV2b,CN,I3
11702050191629,9.28,45.55,8.92,35.76,318.80,170520201903,4,1160mm,PV2b,CN,I3
11702050191451,9.28,45.40,8.71,36.74,320.00,170520201903,4,1160mm,PV2b,CN,I3
11702050191358,9.23,45.36,8.75,36.51,319.50,170520201903,4,1160mm,PV2b,CN,I3
11702050190477,9.24,45.39,8.84,36.14,319.50,170520201903,4,1160mm,PV2b,CN,I3
11702050191269,9.25,45.55,8.87,35.88,318.20,170520201903,4,1160mm,PV2b,CN,I3
11702050190949,9.27,45.37,8.86,36.00,319.10,170520201903,4,1160mm,PV2b,CN,I3
11702050191257,9.23,45.28,8.83,36.00,318.00,170520201903,4,1160mm,PV2b,CN,I3
11702050191205,9.25,45.33,8.85,36.14,319.80,170520201903,4,1160mm,PV2b,CN,I3
11702050190946,9.23,45.48,8.86,36.00,319.10,170520201903,4,1160mm,PV2b,CN,I3
11702050191263,9.26,45.29,8.86,36.07,319.70,170520201903,4,1160mm,PV2b,CN,I3
11702050190148,9.20,45.31,8.82,36.16,319.00,170520201903,4,1160mm,PV2b,CN,I3
11702050190947,9.24,45.39,8.75,36.51,319.50,170520201903,4,1160mm,PV2b,CN,I3
11702050191503,9.29,45.50,8.74,36.46,318.70,170520201903,4,1160mm,PV2b,CN,I3
11702050191084,9.21,45.45,8.84,36.13,319.50,170520201903,4,1160mm,PV2b,CN,I3
11702050191533,9.18,45.52,8.73,36.50,318.50,170520201903,4,1160mm,PV2b,CN,I3
11702050150451,9.24,45.43,8.73,36.61,319.60,170520201903,4,1160mm,PV2b,CN,I3
11702050151434,9.25,45.31,8.84,36.13,319.40,170520201903,4,1160mm,PV2b,CN,I3
11702050151107,9.25,45.30,8.87,36.03,319.60,170520201903,4,1160mm,PV2b,CN,I3
11702050150823,9.23,45.40,8.73,36.58,319.30,170520201903,4,1160mm,PV2b,CN,I3
11702050151142,9.26,45.55,8.74,36.48,318.80,170520201903,4,1160mm,PV2b,CN,I3
11701050740778,9.17,45.43,8.73,36.64,319.90,170520201903,4,1160mm,PV2b,CN,I3
11701051390034,9.24,45.58,8.72,36.53,318.50,170520201903,4,1160mm,PV2b,CN,I3
11701051390559,9.24,45.44,8.71,36.74,320.00,170520201903,4,1160mm,PV2b,CN,I3
11702050191018,9.25,45.38,8.82,36.03,317.90,170520201923,5,1160mm,PV2b,CN,I3
11702050191648,9.25,45.51,8.78,36.41,319.60,170520201923,5,1160mm,PV2b,CN,I3
11702050191412,9.26,45.39,8.75,36.49,319.50,170520201923,5,1160mm,PV2b,CN,I3
11702050191411,9.26,45.46,8.76,36.37,318.50,170520201923,5,1160mm,PV2b,CN,I3
11702050310231,9.27,45.51,8.82,36.27,319.70,170520201923,5,1160mm,PV2b,CN,I3
11702050310067,9.28,45.62,8.91,35.90,319.70,170520201923,5,1160mm,PV2b,CN,I3
11702050310058,9.29,45.48,8.82,36.24,319.70,170520201923,5,1160mm,PV2b,CN,I3
11702050310272,9.28,45.39,8.79,36.36,319.70,170520201923,5,1160mm,PV2b,CN,I3
11702050310126,9.29,45.43,8.84,35.89,317.10,170520201923,5,1160mm,PV2b,CN,I3
11702050310213,9.26,45.29,8.85,35.82,316.90,170520201923,5,1160mm,PV2b,CN,I3
11702050310107,9.37,45.44,8.85,36.13,319.90,170520201923,5,1160mm,PV2b,CN,I3
11702050310422,9.32,45.49,8.81,36.30,319.80,170520201923,5,1160mm,PV2b,CN,I3
11702050250817,9.25,45.46,8.81,36.32,319.80,170520201923,5,1160mm,PV2b,CN,I3
11702050250859,9.26,45.44,8.82,36.12,318.60,170520201923,5,1160mm,PV2b,CN,I3
11702050210351,9.26,45.42,8.80,36.29,319.40,170520201923,5,1160mm,PV2b,CN,I3
11702050211317,9.24,45.48,8.80,36.34,319.80,170520201923,5,1160mm,PV2b,CN,I3
11702050211941,9.26,45.38,8.78,36.44,319.80,170520201923,5,1160mm,PV2b,CN,I3
11702050210610,9.33,45.38,8.81,36.17,318.80,170520201923,5,1160mm,PV2b,CN,I3
11702050210308,9.24,45.41,8.76,36.42,319.20,170520201923,5,1160mm,PV2b,CN,I3
11702050211154,9.24,45.54,8.85,36.16,319.90,170520201923,5,1160mm,PV2b,CN,I3
11702050210868,9.25,45.42,8.81,36.20,319.00,170520201923,5,1160mm,PV2b,CN,I3
11702050211851,9.29,45.33,8.86,36.00,318.90,170520201923,5,1160mm,PV2b,CN,I3
11702050210934,9.26,45.40,8.80,36.23,318.90,170520201923,5,1160mm,PV2b,CN,I3
11702050211867,9.24,45.51,8.84,36.13,319.40,170520201923,5,1160mm,PV2b,CN,I3
11702050320206,9.32,45.43,8.81,36.30,320.00,170520201923,5,1160mm,PV2b,CN,I3
11702050291290,9.22,45.41,8.79,36.42,320.00,170520201923,5,1160mm,PV2b,CN,I3
11702050350112,9.22,45.60,8.78,36.41,319.70,170520202687,6,1160mm,PV2b,CN,I3
11702050350535,9.22,45.43,8.81,36.31,320.00,170520202687,6,1160mm,PV2b,CN,I3
11702050351757,9.18,45.35,8.76,36.40,318.70,170520202687,6,1160mm,PV2b,CN,I3
11702050350598,9.25,45.55,8.78,36.38,319.50,170520202687,6,1160mm,PV2b,CN,I3
11702050351680,9.19,45.35,8.74,36.29,317.20,170520202687,6,1160mm,PV2b,CN,I3
11702050350654,9.21,45.54,8.73,36.49,318.80,170520202687,6,1160mm,PV2b,CN,I3
11702050191497,9.34,45.49,8.94,35.63,318.70,170520202687,6,1160mm,PV2b,CN,I3
11702050191467,9.26,45.29,8.79,36.14,317.50,170520202687,6,1160mm,PV2b,CN,I3
11702050230032,9.24,45.63,8.74,36.58,319.60,170520202687,6,1160mm,PV2b,CN,I3
11702050250016,9.19,45.53,8.75,36.33,317.80,170520202687,6,1160mm,PV2b,CN,I3
11702050191461,9.24,45.39,8.80,36.36,319.90,170520202687,6,1160mm,PV2b,CN,I3
11702050320175,9.27,45.55,8.86,36.12,319.90,170520202687,6,1160mm,PV2b,CN,I3
11702050290889,9.29,45.58,8.75,36.57,319.90,170520202687,6,1160mm,PV2b,CN,I3
11702050290577,9.24,45.71,8.94,35.76,319.80,170520202687,6,1160mm,PV2b,CN,I3
11702050290316,9.26,45.66,8.74,36.58,319.60,170520202687,6,1160mm,PV2b,CN,I3
11702050310125,9.24,45.41,8.82,35.97,317.20,170520202687,6,1160mm,PV2b,CN,I3
11702050310052,9.33,45.50,8.77,36.44,319.70,170520202687,6,1160mm,PV2b,CN,I3
11702050310121,9.20,45.52,8.84,36.14,319.50,170520202687,6,1160mm,PV2b,CN,I3
11702050310166,9.16,45.47,8.73,36.65,319.80,170520202687,6,1160mm,PV2b,CN,I3
11702050310219,9.26,45.33,8.78,36.26,318.50,170520202687,6,1160mm,PV2b,CN,I3
11702050310139,9.30,45.45,8.88,36.04,319.90,170520202687,6,1160mm,PV2b,CN,I3
11702050310127,9.25,45.45,8.80,36.00,316.90,170520202687,6,1160mm,PV2b,CN,I3
11702050310335,9.12,45.31,8.73,36.34,317.30,170520202687,6,1160mm,PV2b,CN,I3
11702050310101,9.32,45.45,8.86,36.09,319.70,170520202687,6,1160mm,PV2b,CN,I3
11702050150853,9.28,45.54,8.78,36.39,319.70,170520202687,6,1160mm,PV2b,CN,I3
11702050400070,9.23,45.25,8.74,36.30,317.30,170520202687,6,1160mm,PV2b,CN,I3
11702050400351,9.18,45.40,8.77,36.36,319.00,170520202785,7,1160mm,PV2b,CN,I3
11702050400088,9.23,45.48,8.81,36.28,319.60,170520202785,7,1160mm,PV2b,CN,I3
11702050400128,9.17,45.30,8.76,36.27,317.60,170520202785,7,1160mm,PV2b,CN,I3
11702050400143,9.17,45.23,8.74,36.23,316.70,170520202785,7,1160mm,PV2b,CN,I3
11702050151163,9.25,45.45,8.89,35.97,319.60,170520202785,7,1160mm,PV2b,CN,I3
11702050211537,9.18,45.51,8.78,36.05,316.40,170520202785,7,1160mm,PV2b,CN,I3
11702050230028,9.22,45.57,8.83,36.25,320.00,170520202785,7,1160mm,PV2b,CN,I3
11702050250002,9.20,45.56,8.78,36.40,319.60,170520202785,7,1160mm,PV2b,CN,I3
11702050351424,9.23,45.58,8.81,36.30,319.80,170520202785,7,1160mm,PV2b,CN,I3
11702050351410,9.22,45.43,8.79,36.41,319.90,170520202785,7,1160mm,PV2b,CN,I3
11702050351302,9.25,45.44,8.75,36.56,320.00,170520202785,7,1160mm,PV2b,CN,I3
11702050351819,9.22,45.35,8.71,36.30,316.20,170520202785,7,1160mm,PV2b,CN,I3
11702050400413,9.18,45.36,8.75,36.38,318.10,170520202785,7,1160mm,PV2b,CN,I3
11702050400187,9.23,45.36,8.73,36.40,317.70,170520202785,7,1160mm,PV2b,CN,I3
11702050400031,9.25,45.38,8.74,36.40,318.20,170520202785,7,1160mm,PV2b,CN,I3
11702050400366,9.18,45.35,8.76,36.47,319.50,170520202785,7,1160mm,PV2b,CN,I3
11702050400057,9.18,45.35,8.77,36.33,318.70,170520202785,7,1160mm,PV2b,CN,I3
11702050400439,9.22,45.42,8.77,36.34,318.90,170520202785,7,1160mm,PV2b,CN,I3
11702050400025,9.24,45.39,8.77,36.40,319.30,170520202785,7,1160mm,PV2b,CN,I3
11702050400916,9.22,45.17,8.79,36.19,318.20,170520202785,7,1160mm,PV2b,CN,I3
11702050400234,9.18,45.21,8.73,36.22,316.10,170520202785,7,1160mm,PV2b,CN,I3
11702050400249,9.21,45.27,8.74,36.21,316.60,170520202785,7,1160mm,PV2b,CN,I3
11702050400078,9.21,45.22,8.79,36.25,318.50,170520202785,7,1160mm,PV2b,CN,I3
11702050400007,9.19,45.30,8.77,36.14,317.10,170520202785,7,1160mm,PV2b,CN,I3
11702050400362,9.22,45.33,8.76,36.35,318.40,170520202785,7,1160mm,PV2b,CN,I3
11702050400119,9.20,45.20,8.76,36.20,317.10,170520202785,7,1160mm,PV2b,CN,I3
11702050401127,9.22,45.48,8.74,36.31,317.40,170520203001,8,1160mm,PV2b,CN,I3
11702050400482,9.16,45.28,8.75,36.38,318.20,170520203001,8,1160mm,PV2b,CN,I3
11702050400504,9.17,45.35,8.77,36.32,318.60,170520203001,8,1160mm,PV2b,CN,I3
11702050400139,9.20,45.41,8.74,36.42,318.30,170520203001,8,1160mm,PV2b,CN,I3
11702050400304,9.18,45.37,8.76,36.22,317.30,170520203001,8,1160mm,PV2b,CN,I3
11702050400659,9.19,45.32,8.79,36.19,318.20,170520203001,8,1160mm,PV2b,CN,I3
11702050400458,9.18,45.37,8.73,36.43,318.00,170520203001,8,1160mm,PV2b,CN,I3
11702050400421,9.20,45.32,8.77,36.43,319.40,170520203001,8,1160mm,PV2b,CN,I3
11702050400594,9.19,45.33,8.79,36.19,318.10,170520203001,8,1160mm,PV2b,CN,I3
11702050400370,9.16,45.38,8.75,36.43,318.90,170520203001,8,1160mm,PV2b,CN,I3
11702050400777,9.19,45.38,8.78,36.31,318.90,170520203001,8,1160mm,PV2b,CN,I3
11702050400192,9.22,45.34,8.71,36.56,318.60,170520203001,8,1160mm,PV2b,CN,I3
11702050400024,9.19,45.34,8.76,36.39,318.60,170520203001,8,1160mm,PV2b,CN,I3
11702050351601,9.21,45.27,8.77,36.33,318.80,170520203001,8,1160mm,PV2b,CN,I3
11702050351736,9.25,45.30,8.80,36.23,318.90,170520203001,8,1160mm,PV2b,CN,I3
11702050400345,9.20,45.30,8.78,36.31,318.70,170520203001,8,1160mm,PV2b,CN,I3
11702050400170,9.19,45.29,8.76,36.19,317.00,170520203001,8,1160mm,PV2b,CN,I3
11702050400527,9.23,45.45,8.79,36.29,318.90,170520203001,8,1160mm,PV2b,CN,I3
11702050400572,9.18,45.33,8.79,36.25,318.60,170520203001,8,1160mm,PV2b,CN,I3
11702050400318,9.21,45.32,8.82,36.07,318.30,170520203001,8,1160mm,PV2b,CN,I3
11702050400321,9.14,45.27,8.72,36.53,318.70,170520203001,8,1160mm,PV2b,CN,I3
11702050400383,9.21,45.35,8.76,36.37,318.50,170520203001,8,1160mm,PV2b,CN,I3
11702050401392,9.21,45.24,8.81,36.05,317.60,170520203001,8,1160mm,PV2b,CN,I3
11702050400478,9.17,45.24,8.73,36.28,316.80,170520203001,8,1160mm,PV2b,CN,I3
11702050400309,9.11,45.25,8.73,36.48,318.30,170520203001,8,1160mm,PV2b,CN,I3
11702050400311,9.21,45.46,8.76,36.51,319.80,170520203001,8,1160mm,PV2b,CN,I3
11702050401396,9.19,45.25,8.69,36.58,317.90,170520203008,9,1160mm,PV2b,CN,I2
11702050400295,9.17,45.14,8.64,36.88,318.60,170520203008,9,1160mm,PV2b,CN,I2
11702050401276,9.16,45.26,8.67,36.54,316.80,170520203008,9,1160mm,PV2b,CN,I2
11702050400247,9.14,45.22,8.70,36.40,316.50,170520203008,9,1160mm,PV2b,CN,I2
11702050400291,9.10,45.11,8.63,36.63,316.30,170520203008,9,1160mm,PV2b,CN,I2
11702050400473,9.12,45.19,8.69,36.42,316.50,170520203008,9,1160mm,PV2b,CN,I2
11702050400375,9.13,45.21,8.70,36.53,317.70,170520203008,9,1160mm,PV2b,CN,I2
11702050400453,9.13,45.23,8.69,36.55,317.50,170520203008,9,1160mm,PV2b,CN,I2
11702050400225,9.22,45.37,8.70,36.39,316.60,170520203008,9,1160mm,PV2b,CN,I2
11702050400300,9.14,45.20,8.70,36.38,316.50,170520203008,9,1160mm,PV2b,CN,I2
11702050401257,9.20,45.34,8.67,36.54,316.80,170520203008,9,1160mm,PV2b,CN,I2
11702050400358,9.18,45.20,8.70,36.36,316.50,170520203008,9,1160mm,PV2b,CN,I2
11702050400232,9.21,45.24,8.68,36.42,316.10,170520203008,9,1160mm,PV2b,CN,I2
11702050351755,9.19,45.33,8.68,36.51,317.10,170520203008,9,1160mm,PV2b,CN,I2
11702050350092,9.16,45.60,8.60,37.09,319.10,170520203008,9,1160mm,PV2b,CN,I2
11702050351390,9.23,45.33,8.69,36.71,319.10,170520203008,9,1160mm,PV2b,CN,I2
11702050140020,9.05,45.47,8.63,36.69,316.70,170520203008,9,1160mm,PV2b,CN,I2
11702050400495,9.21,45.27,8.70,36.52,317.60,170520203008,9,1160mm,PV2b,CN,I2
11702050400466,9.10,45.18,8.69,36.42,316.40,170520203008,9,1160mm,PV2b,CN,I2
11702050400174,9.22,45.45,8.64,36.94,319.20,170520203008,9,1160mm,PV2b,CN,I2
11702050401244,9.27,45.33,8.67,36.72,318.40,170520203008,9,1160mm,PV2b,CN,I2
11702050400213,9.15,45.29,8.68,36.53,317.30,170520203008,9,1160mm,PV2b,CN,I2
11702050400071,9.15,45.28,8.70,36.63,318.80,170520203008,9,1160mm,PV2b,CN,I2
11702050400093,9.21,45.37,8.70,36.55,318.00,170520203008,9,1160mm,PV2b,CN,I2
11702050400191,9.14,45.30,8.69,36.37,316.10,170520203008,9,1160mm,PV2b,CN,I2
11702050400626,9.13,45.20,8.70,36.34,316.30,170520203008,9,1160mm,PV2b,CN,I2
11702050400734,9.19,45.23,8.76,36.32,318.20,170520203025,10,1160mm,PV2b,CN,I3
11702050400145,9.30,45.26,8.78,36.39,319.40,170520203025,10,1160mm,PV2b,CN,I3
11702050400310,9.19,45.33,8.71,36.43,317.40,170520203025,10,1160mm,PV2b,CN,I3
11702050351551,9.27,45.41,8.83,36.20,319.80,170520203025,10,1160mm,PV2b,CN,I3
11702050350991,9.23,45.46,8.79,36.42,320.00,170520203025,10,1160mm,PV2b,CN,I3
11702050400359,9.19,45.33,8.75,36.46,318.90,170520203025,10,1160mm,PV2b,CN,I3
11702050400329,9.24,45.34,8.80,36.19,318.60,170520203025,10,1160mm,PV2b,CN,I3
11702050400183,9.15,45.31,8.76,36.33,318.30,170520203025,10,1160mm,PV2b,CN,I3
11702050400023,9.13,45.22,8.71,36.36,316.80,170520203025,10,1160mm,PV2b,CN,I3
11702050400046,9.20,45.21,8.73,36.43,318.00,170520203025,10,1160mm,PV2b,CN,I3
11702050400731,9.25,45.41,8.77,36.41,319.40,170520203025,10,1160mm,PV2b,CN,I3
11702050400969,9.22,45.34,8.77,36.35,318.80,170520203025,10,1160mm,PV2b,CN,I3
11702050400807,9.25,45.31,8.82,36.15,318.90,170520203025,10,1160mm,PV2b,CN,I3
11702050400133,9.18,45.30,8.75,36.42,318.60,170520203025,10,1160mm,PV2b,CN,I3
11702050400806,9.21,45.29,8.79,36.16,317.80,170520203025,10,1160mm,PV2b,CN,I3
11702050400361,9.19,45.38,8.78,36.40,319.70,170520203025,10,1160mm,PV2b,CN,I3
11702050400652,9.17,45.32,8.76,36.28,317.60,170520203025,10,1160mm,PV2b,CN,I3
11702050400749,9.20,45.35,8.79,36.33,319.30,170520203025,10,1160mm,PV2b,CN,I3
11702050400381,9.17,45.32,8.74,36.37,317.90,170520203025,10,1160mm,PV2b,CN,I3
11702050400399,9.18,45.36,8.74,36.48,318.80,170520203025,10,1160mm,PV2b,CN,I3
11702050400132,9.19,45.40,8.79,36.37,319.50,170520203025,10,1160mm,PV2b,CN,I3
11702050400415,9.22,45.32,8.78,36.37,319.10,170520203025,10,1160mm,PV2b,CN,I3
11702050400397,9.19,45.32,8.74,36.41,318.20,170520203025,10,1160mm,PV2b,CN,I3
11702050400621,9.19,45.22,8.73,36.24,316.30,170520203025,10,1160mm,PV2b,CN,I3
11702050400996,9.27,45.32,8.73,36.47,318.30,170520203025,10,1160mm,PV2b,CN,I3
11702050400022,9.22,45.13,8.75,36.19,316.60,170520203025,10,1160mm,PV2b,CN,I3
11702050400857,9.16,45.32,8.69,36.36,316.20,170520203049,11,1160mm,PV2b,CN,I2
11702050401331,9.22,45.37,8.69,36.44,316.70,170520203049,11,1160mm,PV2b,CN,I2
11702050401348,9.17,45.27,8.70,36.46,317.40,170520203049,11,1160mm,PV2b,CN,I2
11702050401274,9.20,45.37,8.69,36.39,316.10,170520203049,11,1160mm,PV2b,CN,I2
11702050400866,9.22,45.35,8.70,36.47,317.10,170520203049,11,1160mm,PV2b,CN,I2
11702050400889,9.13,45.29,8.68,36.44,316.40,170520203049,11,1160mm,PV2b,CN,I2
11702050400883,9.16,45.26,8.67,36.50,316.30,170520203049,11,1160mm,PV2b,CN,I2
11702050400746,9.20,45.28,8.70,36.48,317.20,170520203049,11,1160mm,PV2b,CN,I2
11702050400768,9.15,45.28,8.70,36.41,316.70,170520203049,11,1160mm,PV2b,CN,I2
11702050400893,9.17,45.33,8.67,36.53,316.50,170520203049,11,1160mm,PV2b,CN,I2
11702050400851,9.08,45.25,8.68,36.41,316.10,170520203049,11,1160mm,PV2b,CN,I2
11702050400711,9.05,45.30,8.64,36.73,317.20,170520203049,11,1160mm,PV2b,CN,I2
11702050400795,9.14,45.26,8.70,36.42,316.80,170520203049,11,1160mm,PV2b,CN,I2
11702050401310,9.15,45.28,8.68,36.45,316.50,170520203049,11,1160mm,PV2b,CN,I2
11702050401280,9.21,45.31,8.70,36.35,316.30,170520203049,11,1160mm,PV2b,CN,I2
11702050400712,9.17,45.28,8.70,36.43,316.90,170520203049,11,1160mm,PV2b,CN,I2
11702050401312,9.20,45.33,8.70,36.47,317.30,170520203049,11,1160mm,PV2b,CN,I2
11702050401311,9.16,45.40,8.63,36.98,319.00,170520203049,11,1160mm,PV2b,CN,I2
11702050401301,9.21,45.41,8.70,36.37,316.50,170520203049,11,1160mm,PV2b,CN,I2
11702050400882,9.16,45.30,8.67,36.51,316.40,170520203049,11,1160mm,PV2b,CN,I2
11702050401293,9.16,45.34,8.70,36.35,316.30,170520203049,11,1160mm,PV2b,CN,I2
11702050401449,9.22,45.26,8.70,36.45,317.30,170520203049,11,1160mm,PV2b,CN,I2
11702050400676,9.14,45.27,8.62,36.73,316.60,170520203049,11,1160mm,PV2b,CN,I2
11702050401541,9.16,45.45,8.66,36.84,319.10,170520203049,11,1160mm,PV2b,CN,I2
11702050400892,9.14,45.36,8.67,36.49,316.30,170520203049,11,1160mm,PV2b,CN,I2
11702050440631,9.22,45.25,8.70,36.40,316.70,170520203049,11,1160mm,PV2b,CN,I2
11702050440538,9.17,45.39,8.76,36.39,318.80,170520203470,12,1160mm,PV2b,CN,I3
11702050400822,9.20,45.21,8.80,35.99,316.70,170520203470,12,1160mm,PV2b,CN,I3
11702050401234,9.19,45.39,8.75,36.45,318.90,170520203470,12,1160mm,PV2b,CN,I3
11702050400796,9.36,45.46,8.80,36.05,317.20,170520203470,12,1160mm,PV2b,CN,I3
11702050400568,9.24,45.39,8.79,36.37,319.70,170520203470,12,1160mm,PV2b,CN,I3
11702050401599,9.09,45.38,8.72,36.46,317.80,170520203470,12,1160mm,PV2b,CN,I3
11702050400369,9.19,45.08,8.72,36.37,317.20,170520203470,12,1160mm,PV2b,CN,I3
11702050401354,9.22,45.39,8.78,36.32,319.00,170520203470,12,1160mm,PV2b,CN,I3
11702050400850,9.15,45.31,8.76,36.11,316.40,170520203470,12,1160mm,PV2b,CN,I3
11702050400152,9.09,45.34,8.79,36.08,317.10,170520203470,12,1160mm,PV2b,CN,I3
11702050400315,9.18,45.10,8.75,36.23,317.00,170520203470,12,1160mm,PV2b,CN,I3
11702050401337,9.24,45.33,8.75,36.37,318.30,170520203470,12,1160mm,PV2b,CN,I3
11702050401330,9.14,45.28,8.90,35.68,317.70,170520203470,12,1160mm,PV2b,CN,I3
11702050401613,9.19,45.17,8.80,36.01,316.90,170520203470,12,1160mm,PV2b,CN,I3
11702050401291,9.17,45.21,8.76,36.39,318.70,170520203470,12,1160mm,PV2b,CN,I3
11702050401251,9.23,45.31,8.74,36.43,318.50,170520203470,12,1160mm,PV2b,CN,I3
11702050400688,9.07,45.25,8.81,35.89,316.10,170520203470,12,1160mm,PV2b,CN,I3
11702050400874,9.18,45.27,8.80,35.92,316.10,170520203470,12,1160mm,PV2b,CN,I3
11702050401610,9.15,45.16,8.77,36.17,317.20,170520203470,12,1160mm,PV2b,CN,I3
11702050401357,9.23,45.33,8.74,36.19,316.20,170520203470,12,1160mm,PV2b,CN,I3
11702050401333,9.20,45.28,8.80,36.09,317.60,170520203470,12,1160mm,PV2b,CN,I3
11702050401448,9.17,45.35,8.71,36.51,318.00,170520203470,12,1160mm,PV2b,CN,I3
11702050401625,9.16,45.23,8.74,36.23,316.60,170520203470,12,1160mm,PV2b,CN,I3
11702050401434,9.19,45.25,8.77,36.18,317.20,170520203470,12,1160mm,PV2b,CN,I3
11702050400654,9.11,45.20,8.79,36.08,317.10,170520203470,12,1160mm,PV2b,CN,I3
11702050401318,9.22,45.38,8.76,36.37,318.60,170520203470,12,1160mm,PV2b,CN,I3
11702050400876,9.31,45.30,8.83,36.15,319.20,170520203931,13,1160mm,PV2b,CN,I3
11702050400766,9.20,45.25,8.71,36.52,318.10,170520203931,13,1160mm,PV2b,CN,I3
11702050401210,9.20,45.37,8.73,36.52,318.80,170520203931,13,1160mm,PV2b,CN,I3
11702050401299,9.32,45.39,8.78,36.13,317.20,170520203931,13,1160mm,PV2b,CN,I3
11702050400736,9.24,45.25,8.73,36.30,317.00,170520203931,13,1160mm,PV2b,CN,I3
11702050401409,9.22,45.35,8.73,36.34,317.40,170520203931,13,1160mm,PV2b,CN,I3
11702050400581,9.17,45.24,8.75,36.37,318.10,170520203931,13,1160mm,PV2b,CN,I3
11702050400775,9.25,45.27,8.71,36.47,317.70,170520203931,13,1160mm,PV2b,CN,I3
11702050400650,9.24,45.16,8.76,36.35,318.50,170520203931,13,1160mm,PV2b,CN,I3
11702050401435,9.19,45.39,8.78,36.22,318.10,170520203931,13,1160mm,PV2b,CN,I3
11702050401288,9.26,45.42,8.81,36.27,319.60,170520203931,13,1160mm,PV2b,CN,I3
11702050401384,9.20,45.10,8.71,36.29,316.10,170520203931,13,1160mm,PV2b,CN,I3
11702050400838,9.19,45.33,8.79,36.34,319.30,170520203931,13,1160mm,PV2b,CN,I3
11702050401261,9.18,45.35,8.77,36.41,319.50,170520203931,13,1160mm,PV2b,CN,I3
11702050400692,9.16,45.28,8.89,35.66,316.90,170520203931,13,1160mm,PV2b,CN,I3
11702050401298,9.17,45.43,8.75,36.39,318.30,170520203931,13,1160mm,PV2b,CN,I3
11702050400824,9.16,45.32,8.77,36.28,318.00,170520203931,13,1160mm,PV2b,CN,I3
11702050400834,9.21,45.11,8.75,36.18,316.50,170520203931,13,1160mm,PV2b,CN,I3
11702050401346,9.15,45.41,8.73,36.47,318.50,170520203931,13,1160mm,PV2b,CN,I3
11702050401252,9.16,45.26,8.80,36.35,319.80,170520203931,13,1160mm,PV2b,CN,I3
11702050401377,9.16,45.36,8.76,36.51,320.00,170520203931,13,1160mm,PV2b,CN,I3
11702050401282,9.23,45.43,8.79,36.31,319.30,170520203931,13,1160mm,PV2b,CN,I3
11702050401400,9.19,45.33,8.72,36.41,317.50,170520203931,13,1160mm,PV2b,CN,I3
11702050400765,9.17,45.34,8.73,36.39,317.60,170520203931,13,1160mm,PV2b,CN,I3
11702050401426,9.20,45.33,8.74,36.43,318.20,170520203931,13,1160mm,PV2b,CN,I3
11702050440776,9.24,45.27,8.80,36.19,318.50,170520203931,13,1160mm,PV2b,CN,I3
11702050481913,9.19,45.22,8.76,36.12,316.40,170520204031,14,1160mm,PV2b,CN,I3
11702050481286,9.26,45.46,8.78,36.27,318.60,170520204031,14,1160mm,PV2b,CN,I3
11702050480207,9.32,45.51,8.81,36.28,319.80,170520204031,14,1160mm,PV2b,CN,I3
11702050481826,9.19,45.37,8.80,36.17,318.30,170520204031,14,1160mm,PV2b,CN,I3
11702050481784,9.18,45.30,8.77,36.25,317.90,170520204031,14,1160mm,PV2b,CN,I3
11702050481881,9.25,45.31,8.77,36.27,318.10,170520204031,14,1160mm,PV2b,CN,I3
11702050481868,9.23,45.27,8.81,36.17,318.70,170520204031,14,1160mm,PV2b,CN,I3
